Code.INSEE,Code.postal,Libellé.géographique,Dep,occurrence,total.Club.sportif,Population,TauxBac,Salaire,TauxChomage,TauxOuvrier,StatutCommune
62148,62320,Bois-Bernard,62,1,3,809,43.5510887772,19038,7.61421319797,22.0812182741,B
62170,62172,Bouvigny-Boyeffles,62,2,6,2449,38.2799325464,19110,7.74021352313,19.5729537367,B
62193,62100,Calais,62,1,130,2207,12.8299120235,7196,42.7937915743,47.4501108647,C
62195,62350,Calonne-sur-la-Lys,62,1,3,1603,33.4529147982,16608,8.61618798956,40.4699738903,B
62232,62150,La Comté,62,1,1,830,36.6776315789,17483,10.3535353535,19.1919191919,R
62250,62710,Courrières,62,1,21,2546,27.0879120879,11984,20.1550387597,34.011627907,B
62263,62000,Dainville,62,3,15,2522,41.9878296146,21200,7.98403193613,20.1596806387,B
62272,62116,Douchy-lès-Ayette,62,1,1,321,35.6557377049,17059,9.3023255814,47.0930232558,R
62289,62170,Écuires,62,1,6,784,41.2969283276,18321,4.2735042735,17.094017094,B
62321,62141,Évin-Malmaison,62,2,8,4530,29.2010145847,13721,17.8223185265,39.9783315276,B
62329,62250,Ferques,62,1,7,1865,26.4797507788,14443,13.723150358,31.7422434368,B
62392,62128,Guémappe,62,1,14,359,49.4339622642,19715,3.20855614973,14.9732620321,R
62446,62360,Hesdigneul-lès-Boulogne,62,1,3,696,38.6554621849,19062,9.60960960961,33.9339339339,R
62498,62300,Lens,62,2,49,675,16.8161434978,9022,38.1818181818,40.6060606061,C
62510,62800,Liévin,62,1,64,1654,37.870296237,17450,13.5329341317,29.5808383234,C
62531,62610,Louches,62,1,2,904,41.3629160063,15738,9.47867298578,24.8815165877,R
62570,62680,Méricourt,62,1,18,1891,29.9051787017,15122,19.1176470588,30.1470588235,B
62609,62580,Neuville-Saint-Vaast,62,1,3,1458,53.0612244898,23190,5.90778097983,18.5878962536,R
62637,62590,Oignies,62,1,16,2035,33.9798850575,16825,17.1276595745,32.0212765957,B
62706,62136,Richebourg,62,1,7,2407,41.2698412698,20688,7.63948497854,16.9098712446,B
62769,62185,Saint-Tricat,62,1,3,661,44.3965517241,19590,11.2804878049,14.3292682927,R
62771,62430,Sallaumines,62,1,14,2027,20.7671957672,12238,23.698630137,37.1232876712,B
62801,62153,Souchez,62,1,6,2459,42.5331858407,19421,9.77891156463,19.3027210884,B
62826,62520,Le Touquet-Paris-Plage,62,1,32,2282,44.5808862787,23280,12.5282167043,13.9954853273,B
62877,62760,Warlincourt-lès-Pas,62,1,NA,150,34.9514563107,18610,2.7397260274,34.2465753425,R
63014,63170,Aubière,63,2,34,1953,44.8951048951,23429,8.90151515152,10.6060606061,B
63032,63110,Beaumont,63,2,24,2039,52.2905759162,22611,10.3842159917,14.0186915888,B
63063,63118,Cébazat,63,1,12,2063,33.2931968694,23728,4.56226880395,16.522811344,B
63075,63400,Chamalières,63,3,44,2115,62.721171446,27695,10.1321585903,9.140969163,B
63093,63410,Charbonnières-les-Vieilles,63,1,2,959,34.6361185984,18365,8.44155844156,36.1471861472,R
63113,63000,Clermont-Ferrand,63,3,390,3020,30.6576402321,9174,23.944742901,30.0844205679,C
63113,63100,Clermont-Ferrand,63,2,390,3020,30.6576402321,9174,23.944742901,30.0844205679,C
63193,63370,Lempdes,63,1,34,2280,40.9305064782,19899,7.60869565217,20.652173913,B
63287,63500,Les Pradeaux,63,1,2,304,34.8936170213,16837,10.5590062112,37.2670807453,R
63290,63230,Pulvérières,63,1,1,367,28.4722222222,16180,5.85106382979,28.1914893617,R
63307,63540,Romagnat,63,1,26,2544,39.1326794011,19970,9.31677018634,19.6983141083,B
63345,63122,Saint-Genès-Champanelle,63,1,13,3101,50.864422202,22550,5.2467207995,14.5534041224,R
64005,64360,Abos,64,1,3,482,32.1621621622,20949,7.72727272727,35.4545454545,R
64024,64600,Anglet,64,2,92,2533,49.6043521266,21505,8.87931034483,20.5172413793,C
64102,64100,Bayonne,64,3,117,2440,54.4579533941,20577,9.81932443048,15.4752553024,C
64122,64200,Biarritz,64,1,74,1559,52.6392961877,21408,15.6451612903,12.0967741935,B
64189,64500,Ciboure,64,1,27,3666,43.4739289273,19232,12.1703853955,20.2839756592,B
64399,64121,Montardon,64,1,9,2277,55.5027173913,22495,6.96798493409,16.9491525424,B
64407,64990,Mouguerre,64,1,6,4656,45.6775351481,20522,6.68693009119,19.8002605297,B
64445,64000,Pau,64,4,197,2248,30.0307692308,12411,16.0264900662,26.8874172185,C
64504,64310,Sare,64,1,9,2434,32.1334039174,17111,6.71902268761,33.5078534031,R
65226,65420,Ibos,65,1,9,2774,42.0950533463,21038,9.23482849604,17.9419525066,R
65338,65200,Orignac,65,1,2,232,30.8510638298,14907,5.04201680672,16.8067226891,R
65377,65300,Réjaumont,65,1,1,176,41.0071942446,18870,4.1095890411,15.0684931507,R
65395,65270,Saint-Pé-de-Bigorre,65,1,5,1261,31.6923076923,17686,15.2475247525,25.5445544554,R
65400,65400,Salles,65,3,NA,197,30.8176100629,15765,8.69565217391,27.1739130435,R
65417,65600,Séméac,65,1,18,4814,40.3638281044,19226,11.924381968,20.1648085313,B
66008,66700,Argelès-sur-Mer,66,2,49,3053,32.5020441537,17112,13.3624454148,14.3231441048,C
66029,66300,Caixas,66,2,1,129,59.8130841121,16975,22.4489795918,32.6530612245,R
66037,66140,Canet-en-Roussillon,66,1,38,3779,40.466562986,16796,21.2058212058,15.6618156618,I
66042,66720,Cassagnes,66,1,1,257,35.7487922705,14131,12.2448979592,32.6530612245,R
66065,66200,Elne,66,1,31,3127,27.8674225905,14603,13.9220365951,27.6849642005,C
66136,66000,Perpignan,66,4,226,2630,55.55028463,17734,21.2546816479,12.8277153558,C
66136,66100,Perpignan,66,1,226,2630,55.55028463,17734,21.2546816479,12.8277153558,C
66144,66450,Pollestres,66,1,16,4260,40.8432571612,18248,11.9215291751,24.5975855131,I
66148,66660,Port-Vendres,66,1,17,1980,35.5040701315,14436,20.3007518797,27.0676691729,B
66172,66240,Saint-Estève,66,1,33,2167,48.9158163265,16893,11.7647058824,15.8187599364,B
66174,66170,Saint-Féliu-d'Avall,66,1,9,2444,35.3651839649,16591,10.338835795,34.3179843614,B
66175,66740,Saint-Génis-des-Fontaines,66,1,11,2792,29.1941875826,17340,14.8232611174,17.1037628278,I
66180,66250,Saint-Laurent-de-la-Salanque,66,1,21,2864,26.6168059833,16587,13.506012951,25.1618871415,C
66189,66280,Saleilles,66,1,15,4455,44.8032883147,19946,10.8531317495,15.4427645788,I
66195,66270,Le Soler,66,1,21,2614,34.0189873418,17051,10.6965174129,25.7048092869,B
67097,67370,Dingsheim,67,1,2,1305,60.9110169492,28094,2.51677852349,8.72483221477,C
67118,67201,Eckbolsheim,67,1,15,3649,47.5659606094,23328,6.35097493036,15.7660167131,B
67131,67114,Eschau,67,1,19,4807,45.6179153995,24087,6.15572768039,18.6710150836,B
67180,67500,Haguenau,67,2,73,1976,48.3552631579,23657,3.125,22.75390625,C
67196,67600,Hilsenheim,67,1,9,2515,35.3040540541,20019,6.97292863002,30.3527481542,I
67218,67400,Illkirch-Graffenstaden,67,2,56,2570,56.2937062937,24102,10.0229533282,15.3787299158,B
67267,67380,Lingolsheim,67,1,31,3242,44.505066251,19771,8.45245494096,22.0633934121,B
67268,67640,Lipsheim,67,1,5,2515,49.594375338,23923,5.65610859729,18.0995475113,B
67285,67150,Matzenheim,67,1,3,1469,41.7374881964,21783,7.46666666667,28,R
67309,67450,Mundolsheim,67,1,15,2486,47.650273224,23596,7.72325020113,20.9171359614,B
67335,67520,Nordheim,67,1,3,790,43.0976430976,23641,3.86597938144,18.8144329897,R
67447,67300,Schiltigheim,67,1,51,2962,27.4378585086,13277,18.1234963913,37.690457097,B
67482,67000,Strasbourg,67,9,549,2002,25.700280112,12065,23.4539089848,35.3558926488,C
67482,67100,Strasbourg,67,2,549,2002,25.700280112,12065,23.4539089848,35.3558926488,C
67482,67200,Strasbourg,67,1,549,2002,25.700280112,12065,23.4539089848,35.3558926488,C
67525,67310,Westhoffen,67,1,5,1620,33.9094650206,19958,4.18160095579,29.1517323775,R
67545,67230,Witternheim,67,1,1,515,35.1206434316,20184,7.49063670412,27.34082397,R
68008,68280,Appenwihr,68,1,1,554,44.2307692308,21456,6.78571428571,26.4285714286,R
68066,68000,Colmar,68,1,152,3182,32.2513524761,17311,15.0644783118,31.8874560375,C
68270,68120,Richwiller,68,1,12,3389,36.6756652526,21369,8.91148325359,24.6411483254,B
68271,68400,Riedisheim,68,1,31,3016,44.7844827586,21106,11.4184397163,22.3404255319,B
68276,68500,Rimbachzell,68,1,NA,221,36.5384615385,17845,7.20720720721,39.6396396396,R
68385,68230,Zimmerbach,68,1,3,860,51.8126888218,24476,5.43209876543,19.012345679,R
69032,69210,Bully,69,1,5,2062,41.0764872521,20537,6.13496932515,20.245398773,B
69034,69300,Caluire-et-Cuire,69,2,75,1787,48.1811432814,22474,6.55976676385,14.2857142857,B
69044,69260,Charbonnières-les-Bains,69,1,12,4675,68.5362095532,32235,6.38188368502,9.881626351,B
69048,69700,NA,NA,1,2,NA,NA,NA,NA,NA,NA
69096,69520,Grigny,69,1,22,3718,27.959892017,17539,12.6815642458,34.6927374302,B
69142,69350,La Mulatière,69,1,21,2015,47.0833333333,17423,17.3036093418,26.4331210191,B
69159,69400,Porte des Pierres Dorées,69,1,3,887,49.6763754045,20958,5.11111111111,12.2222222222,B
69167,69640,Rivolet,69,1,1,551,47.5324675325,18932,6.12244897959,19.7278911565,R
69205,69290,Saint-Genis-les-Ollières,69,1,10,4679,57.3830632834,25373,5.66037735849,9.08293111014,B
69206,69830,Saint-Georges-de-Reneins,69,1,10,4196,35.1053159478,18779,7.6848719188,32.2861285645,B
69260,69390,Vernaison,69,2,12,4452,46.2010992564,21919,8.89309366131,22.280037843,B
69266,69100,Villeurbanne,69,3,244,2357,30.8256880734,13305,20.1729106628,28.9145052834,B
69275,69150,Décines-Charpieu,69,1,56,3536,40.8759124088,18869,8.44991606044,23.503077784,B
69277,69740,Genas,69,3,29,3043,45.2908587258,23604,6.6889632107,14.2474916388,B
69290,69800,Saint-Priest,69,1,89,2330,41.1334552102,19236,10.2316602317,21.6216216216,B
69382,69002,Lyon 2e arrondissement,69,1,1,2395,81.3134732566,27699.0,10.9141791045,7.369402985070000,R
69383,69003,Lyon 3e arrondissement,69,3,6,1799,79.3317793318,31841.0,7.35455543359,6.366630076840000,B
69384,69004,Lyon 4e arrondissement,69,4,2,2741,57.2645290581,25847.0,7.32984293194,10.919970082300000,B
69385,69005,Lyon 5e arrondissement,69,1,NA,1708,60.7255520505,19221.0,12.8086419753,21.6049382716,B
69387,69007,Lyon 7e arrondissement,69,2,14,2681,47.488584474900000,16888.0,13.519021739100000,19.089673913,B
69388,69008,Lyon 8e arrondissement,69,1,3,2567,28.9241622575,10235.0,24.499089253200000,32.695810564700000,R
69389,69009,Lyon 9e arrondissement,69,1,22,2809,50.253549695700000,16955.0,12.415196743600000,17.1641791045,B
70124,70100,Champtonnay,70,1,NA,87,27.868852459,15671,10,40,R
70286,70150,Hugier,70,2,NA,131,44.4444444444,19414,4.41176470588,32.3529411765,R
70324,70000,Mailley-et-Chazelot,70,1,NA,592,42.2727272727,19011,5.62913907285,24.1721854305,R
70330,70400,Mandrevillars,70,2,NA,216,40.9395973154,21139,4.62962962963,18.5185185185,R
70414,70290,Plancher-les-Mines,70,1,4,1097,24.6376811594,15988,9.55414012739,34.1825902335,B
70577,70200,Vouhenans,70,1,NA,403,38.698630137,18212,10.3448275862,29.5566502463,R
71126,71960,Chevagny-les-Chevrières,71,2,3,611,63.2941176471,28700,4.62633451957,13.1672597865,B
71250,71870,Laizé,71,1,3,1042,42.8769017981,20977,2.2641509434,14.7169811321,R
71253,71380,Lans,71,1,2,875,34.5483359746,19742,6.23655913979,29.8924731183,R
71269,71100,Lux,71,1,3,1753,38.04267844,19044,11.8032786885,26.0109289617,B
71296,71390,Messey-sur-Grosne,71,1,5,745,37.236084453,18632,5.80110497238,26.2430939227,R
71484,71500,Saint-Usuge,71,1,2,1189,25.6465517241,15617,8.51063829787,32.1083172147,R
72082,72610,NA,NA,1,1,NA,NA,NA,NA,NA,NA
72181,72000,Le Mans,72,6,338,2483,45.4212454212,18915,11.421319797,14.9746192893,C
72181,72100,Le Mans,72,1,338,2483,45.4212454212,18915,11.421319797,14.9746192893,C
72191,72360,Mayet,72,1,7,3188,24.8472505092,16534,11.5384615385,33.1538461538,I
72301,72290,NA,NA,1,4,NA,NA,NA,NA,NA,R
72303,72440,Saint-Michel-de-Chavaignes,72,1,1,795,23.185840708,15667,8.78186968839,36.2606232295,R
72310,72190,Saint-Pavace,72,1,7,1840,51.3782542113,25272,4.85549132948,15.1445086705,B
73027,73470,Ayn,73,1,2,348,40.562248996,16913,4.66666666667,8,R
73029,73000,Barberaz,73,4,10,4635,52.5129982669,22039,8.47228481298,17.8008111762,B
73059,73100,Brison-Saint-Innocent,73,1,7,2143,53.6600496278,24079,7.13476783692,15.288788222,B
73080,73300,NA,NA,1,11,NA,NA,NA,NA,NA,B
73092,73160,Corbel,73,1,4,135,57.8431372549,20139,8.21917808219,10.9589041096,R
73126,73210,NA,NA,1,2,NA,NA,NA,NA,NA,R
73171,73800,Montmélian,73,2,19,4042,37.3869346734,17051,9.43584623065,36.7948077883,C
73179,73290,La Motte-Servolex,73,1,32,3564,41.796875,19812,9.71264367816,22.5862068966,B
73222,73230,Saint-Alban-Leysse,73,1,26,2790,47.4686716792,22378,8.62068965517,19.5402298851,B
73238,73410,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
74004,74540,Allèves,74,1,NA,357,45.5284552846,18260,5.68181818182,34.0909090909,R
74010,74000,Annecy,74,5,163,1776,57.619047619,23500,13.3409350057,13.9110604333,C
74104,74210,Doussard,74,1,14,3473,45.6078431373,21242,5.30821917808,19.2922374429,B
74116,74800,Etaux,74,1,5,1681,48.9251934652,25321,3.300330033,18.0418041804,B
74124,74160,Feigères,74,1,2,1457,58.6444007859,32340,6.13915416098,14.0518417462,R
74154,74500,Lugrin,74,1,4,2260,34.3220338983,22353,8.46968238691,23.0991337825,B
74163,74200,Margencel,74,1,3,1758,38.707165109,22733,5.31453362256,27.3318872017,B
74182,74960,NA,NA,1,18,NA,NA,NA,NA,NA,NA
74242,74410,Saint-Jorioz,74,1,14,2776,53.2583216128,24498,7.2451558551,14.8272957035,B
74312,74130,Vougy,74,1,4,1451,29.2275574113,19639,7.64248704663,49.7409326425,B
75101,75001,Paris,75,2,53,2389,79.5515216231,29661.0,9.36657681941,2.8975741239900000,C
75102,75002,Paris,75,1,82,2053,74.7222222222,30068.0,13.613445378200000,6.218487394960000,C
75104,75004,Paris,75,2,44,1744,74.9450549451,27393.0,13.047445255500000,3.74087591241,C
75105,75005,Paris,75,4,107,2627,84.7404627892,43481.0,8.69955156951,1.88340807175,C
75106,75006,Paris,75,1,71,1866,83.6332476435,43834.0,5.795148247980000,5.795148247980000,C
75108,75008,Paris,75,2,85,2602,79.7790055249,47216.0,6.68202764977,5.529953917050000,C
75110,75010,Paris,75,2,126,2002,64.5903859174,22097.0,16.484318016,12.1079504012,C
75111,75011,Paris,75,5,188,1850,61.0342316096,22435.0,11.6279069767,11.046511627900000,C
75112,75012,Paris,75,4,243,2136,76.2081784387,30809.0,9.744408945690000,4.7124600639,C
75113,75013,Paris,75,7,286,3737,58.9773614364,20099.0,10.7302533532,8.24639841033,C
75114,75014,Paris,75,3,192,1902,81.393728223,31390.0,6.14973262032,2.406417112300000,C
75115,75015,Paris,75,10,291,2438,84.1553637485,40422.0,6.71085335543,2.3198011599,C
75116,75016,Paris,75,23,232,1727,82.9173166927,43597.0,9.383378016090000,4.55764075067,C
75118,75018,Paris,75,2,204,2563,61.3375130617,14565.0,11.7942283563,13.6135508156,C
75119,75019,Paris,75,4,206,3730,43.1683168317,12129.0,18.951392681600000,14.8552703441,C
75120,75020,Paris,75,9,201,2538,75.47460236020000,25416.0,10.4468219006,5.60100692259,C
76087,76560,Berville-en-Caux,76,1,1,544,29.0909090909,16997,8.33333333333,34.8484848485,R
76103,76240,Bonsecours,76,1,15,2631,46.1099585062,20256,9.89096573209,13.785046729,B
76116,76520,Boos,76,1,11,3168,41.3953488372,21062,7.03269586675,22.2085132634,B
76157,76380,Canteleu,76,1,25,1871,23.0050323508,15691,16.1825726141,29.7372060858,B
76213,76110,Daubeuf-Serville,76,1,1,378,31.8518518519,17238,7.60869565217,30.4347826087,R
76240,76400,Épreville,76,1,3,1001,30.5797101449,19093,4.81171548117,25.5230125523,R
76349,76550,Hautot-sur-Mer,76,1,7,1976,33.7154416723,19260,10.2622576967,31.3568985177,C
76351,76600,Le Havre,76,2,271,1828,30.8695652174,16487,14.87236404,28.1908990011,C
76447,76290,Montivilliers,76,1,35,1819,37.9984951091,22736,8.18713450292,19.0643274854,B
76451,76130,Mont-Saint-Aignan,76,3,41,2244,56.8396226415,19084,23.7827715356,14.9812734082,B
76517,76230,Quincampoix,76,1,19,3139,48.5185185185,25843,4.51178451178,12.5925925926,B
76540,76100,Rouen,76,1,158,361,42.1245421245,19608,20,22.962962963,C
76540,76000,Rouen,76,5,158,361,42.1245421245,19608,20,22.962962963,C
76552,76310,Sainte-Adresse,76,1,13,1896,57.4391988555,27938,8.58208955224,11.0696517413,B
76596,76700,Saint-Laurent-de-Brèvedent,76,1,7,1415,42.8432327167,23036,5.08982035928,23.0538922156,B
76681,76300,Sotteville-lès-Rouen,76,1,48,2643,42.8005937655,20438,7.06134094151,18.544935806,B
77018,77700,Bailly-Romainvilliers,77,1,16,6147,63.4575026233,22611,6.53780557135,10.4604889142,B
77040,77310,Boissise-le-Roi,77,1,12,3599,45.6263899185,27484,4.76493011436,15.1207115629,B
77122,77380,Combs-la-Ville,77,1,39,1368,44.9275362319,23932,7.76566757493,15.5313351499,B
77169,77184,Émerainville,77,1,13,4171,55.7371349096,22715,8.3596214511,16.2460567823,B
77211,77720,Grandpuits-Bailly-Carrois,77,1,4,977,31.3868613139,20427,9.05432595573,28.1690140845,R
77243,77400,Lagny-sur-Marne,77,1,30,1855,56.3401670463,25893,7.38045738046,15.0727650728,B
77255,77000,Livry-sur-Seine,77,1,4,1910,39.2857142857,25409,6.67447306792,14.9882903981,B
77258,77185,Lognes,77,1,34,1963,54.8942834769,21308,9.86425339367,13.1221719457,B
77259,77230,Longperrier,77,1,3,2370,40.6955460647,22023,7.1480671043,16.1925601751,B
77373,77340,Pontault-Combault,77,1,49,4,100,21473,0,0,B
77445,77176,Savigny-le-Temple,77,1,42,4657,48.9208633094,18910,11.0785953177,18.143812709,B
77463,77810,Thomery,77,1,10,3425,54.4016227181,25392,6.22641509434,12.8301886792,B
77467,77130,La Tombe,77,1,1,214,34.5679012346,21122,6.48148148148,11.1111111111,R
77480,77830,Valence-en-Brie,77,1,1,919,31.4475873544,20209,8.75912408759,24.8175182482,R
77491,77250,NA,NA,1,15,NA,NA,NA,NA,NA,R
77495,77240,Vert-Saint-Denis,77,1,22,2293,40.3361344538,23140,8.05214723926,19.6319018405,B
78005,78260,Achères,78,1,35,4135,46.582278481,19390,8.80312228968,19.2541196878,B
78020,78790,Arnouville-lès-Mantes,78,1,2,840,53.231292517,25603,5.38116591928,14.798206278,R
78245,78200,Fontenay-Mauvoisin,78,1,1,424,56.0137457045,28393,5.07614213198,16.7512690355,R
78263,78950,Gambais,78,1,15,2457,55.7151406344,28308,5.49630844955,10.0082034454,R
78290,78520,Guernes,78,1,2,1012,42.3776223776,22578,7.69230769231,11.7216117216,R
78344,78270,Lommoye,78,1,1,631,47.0167064439,23092,3.27380952381,11.6071428571,R
78356,78114,Magny-les-Hameaux,78,1,28,1810,39.8312236287,17806,12.3583934089,19.8764160659,B
78416,78440,Montalet-le-Bois,78,1,68,321,42.7906976744,24442,4.87804878049,23.7804878049,R
78423,78180,Montigny-le-Bretonneux,78,1,55,2713,76.5374677003,28530,7.66530134582,5.14921006437,B
78490,78370,Plaisir,78,3,55,3281,47.0783847981,20560,9.20547945205,18.1369863014,B
78524,78150,NA,NA,1,5,NA,NA,NA,NA,NA,NA
78531,78710,Rosny-sur-Seine,78,1,12,5454,38.0068009417,21084,9.16349809886,25.0950570342,C
78586,78500,Sartrouville,78,1,63,2241,29.3832293832,12967,19.5372750643,28.1062553556,B
78642,78480,Verneuil-sur-Seine,78,2,23,3870,54.2877646215,25769,6.90200210748,9.43097997893,B
78646,78000,Versailles,78,1,133,1810,70.0453857791,30492,7.51515151515,7.75757575758,B
78650,78110,Le Vésinet,78,1,17,3339,72.6640591047,32672,5.39280958722,4.86018641811,B
78686,78220,Viroflay,78,1,23,2243,72.2222222222,31551,5.34670008354,5.34670008354,B
79034,79000,Bessines,79,2,6,1585,46.4285714286,22770,6.14379084967,15.1633986928,B
79058,79230,Brûlain,79,1,1,674,27.7327935223,17661,9.28143712575,33.8323353293,R
79214,79500,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
79293,79410,Saint-Rémy,79,1,3,1043,44.2257217848,20588,7.18132854578,21.5439856373,R
80021,80080,Amiens,80,1,292,862,50.4145936982,17779,13.3630289532,20.0445434298,C
80021,80000,Amiens,80,2,292,862,50.4145936982,17779,13.3630289532,20.0445434298,C
80021,80090,Amiens,80,4,292,862,50.4145936982,17779,13.3630289532,20.0445434298,C
80161,80132,Cahon,80,1,NA,214,37.5,17627,8.73786407767,34.9514563107,R
80182,80410,Cayeux-sur-Mer,80,1,13,2813,21.4223764094,15042,19.5283018868,38.4905660377,I
80237,80110,Démuin,80,1,2,472,40.7854984894,19591,5.76131687243,26.3374485597,R
80415,80134,Hangest-en-Santerre,80,1,3,1029,30.3921568627,18633,7.67634854772,34.0248962656,R
80500,80220,Maisnières,80,1,1,512,30.5483028721,15774,9.09090909091,49.7835497835,R
80696,80680,Sains-en-Amiénois,80,1,11,1183,61.4386792453,27960,4.91803278689,13.8433515483,R
80823,80170,Warvillers,80,1,NA,130,28.7234042553,19448,14.9253731343,62.6865671642,R
81004,81000,Albi,81,3,154,3509,46.5497076023,21155,5.41290770298,12.907702984,C
81040,81440,Brousse,81,2,1,342,37.6033057851,15064,8.92857142857,16.6666666667,R
81049,81540,Cahuzac,81,1,1,348,44.3729903537,15433,12.0879120879,30.7692307692,R
81063,81150,Castelnau-de-Lévis,81,1,8,1501,40.8611599297,19173,7.52351097179,18.1818181818,B
81065,81100,Castres,81,1,119,2098,21.3315217391,11270,30,43.5526315789,C
81098,81570,Fréjeville,81,1,3,644,38.1374722838,18056,3.19488817891,25.8785942492,R
81187,81300,Moulayrès,81,1,1,174,30.8823529412,16044,8.98876404494,39.3258426966,R
81261,81500,Saint-Lieux-lès-Lavaur,81,2,2,844,44.2567567568,18992,6.20689655172,19.0804597701,R
82121,82000,Montauban,82,2,169,1999,38.1872213967,16339,10.3896103896,25.5102040816,C
83008,83600,Bagnols-en-Forêt,83,1,8,2406,39.8068669528,19931,10.3412616339,21.9234746639,I
83016,83330,Le Beausset,83,2,22,2938,44.9378330373,20858,8.64297253635,11.6316639742,B
83037,83170,La Celle,83,1,4,1293,42.1923474664,18483,12.0263591433,14.1680395387,B
83050,83001,Draguignan,83,1,107,4475,45.7493426819,17248,13.8790035587,18.8103711235,C
83062,83130,La Garde,83,3,63,2265,28.0303030303,13628,15.157480315,27.657480315,B
83077,83136,Méounes-lès-Montrieux,83,1,6,1947,45.4289732771,18755,10.706401766,12.582781457,R
83094,83120,Le Plan-de-la-Tour,83,1,12,2859,38.7441860465,18432,13.1766381766,20.5128205128,I
83123,83110,Sanary-sur-Mer,83,1,32,2548,39.3763919822,17910,15.2892561983,13.6363636364,B
83126,83500,La Seyne-sur-Mer,83,1,87,2853,45.92760181,19409,11.7900172117,18.5025817556,B
83133,83440,Tanneron,83,1,7,1471,39.7447584321,19332,8.61027190332,14.501510574,R
83137,83100,Toulon,83,2,243,2086,43.1446540881,20771,10.864978903,15.7172995781,C
83137,83000,Toulon,83,5,243,2086,43.1446540881,20771,10.864978903,15.7172995781,C
84007,84000,Avignon,84,5,181,3344,49.7550111359,15427,25.2463054187,19.0270935961,C
84023,84480,Buoux,84,1,NA,122,60,19108,10.3448275862,22.4137931034,R
84031,84200,Carpentras,84,2,66,3259,34.2528735632,14242,16.8924302789,30.7569721116,B
84043,84320,Entraigues-sur-la-Sorgue,84,1,12,3052,41.7322834646,18166,8.77551020408,24.2176870748,B
84060,84400,Lagarde-d'Apt,84,1,NA,37,51.724137931,16508,5.88235294118,23.5294117647,R
84087,84100,Orange,84,1,56,3541,40.1898734177,18363,10.5671641791,22.3880597015,B
84124,84800,Saumane-de-Vaucluse,84,2,2,829,49.1883116883,19836,10.2777777778,20,B
84131,84300,Taillades,84,1,5,1956,40.9333333333,19940,6.81551116334,15.5111633373,B
84141,84270,Vedène,84,1,31,2113,37.8412698413,18737,12.4432334242,23.8873751135,B
84142,84740,Velleron,84,1,12,3007,42.6121372032,18807,11.0782865583,20.1624815362,B
85026,85430,La Boissière-des-Landes,85,1,4,1283,39.524838013,17640,11.3235294118,25,R
85060,85180,NA,NA,1,2,NA,NA,NA,NA,NA,NA
85088,85800,Le Fenouiller,85,1,6,4284,32.1852731591,18864,8.52878464819,31.9829424307,B
85101,85540,Le Givre,85,1,NA,424,40.3846153846,16799,10.3626943005,33.1606217617,R
85114,85520,Jard-sur-Mer,85,1,10,2497,24.500907441,19808,14.0243902439,16.3109756098,C
85130,85190,Maché,85,2,3,1337,29.5704295704,16939,9.81507823613,46.6571834993,R
85166,85340,NA,NA,1,25,NA,NA,NA,NA,NA,NA
85179,85440,Poiroux,85,1,2,873,35.6923076923,15597,12.4105011933,33.1742243437,R
85191,85000,La Roche-sur-Yon,85,3,137,4255,35.2393189849,16489,11.8219037871,26.7144319345,I
85284,85300,Soullans,85,1,7,4058,28.6458333333,17521,9.07617504052,33.8735818476,B
86014,86530,Availles-en-Châtellerault,86,1,4,1581,37.8708551483,20232,5.91133004926,32.5123152709,R
86041,86180,Buxerolles,86,1,25,3111,58.3067819754,20603,10.5327617881,12.7372933252,B
86100,86240,Fontaine-le-Comte,86,1,17,3582,42.3048048048,21207,5.44959128065,18.9100817439,C
86147,86370,Marigny-Chemereau,86,1,NA,531,42.8954423592,16404,2.66159695817,26.6159695817,R
86194,86000,Poitiers,86,5,197,2592,57.0909090909,19773,10.5421686747,11.8222891566,C
87012,87300,Berneuil,87,1,1,414,30.6501547988,13896,6.89655172414,31.5270935961,R
87019,87220,Boisseuil,87,1,12,2613,49.7830802603,22564,5.8999253174,14.787154593,B
87020,87270,Bonnac-la-Côte,87,2,7,1534,41.8732782369,20191,5.8024691358,25.6790123457,R
87085,87100,Limoges,87,2,396,3155,44.094488189,15896,14.5264381174,27.3678094131,C
87085,87000,Limoges,87,2,396,3155,44.094488189,15896,14.5264381174,27.3678094131,C
87174,87260,Saint-Paul,87,1,4,1237,39.0658174098,18427,5.04347826087,20.1739130435,R
87177,87700,Saint-Priest-sous-Aixe,87,1,6,1582,34.4885883347,19630,7.73195876289,27.706185567,B
87192,87110,Solignac,87,1,10,1501,47.7543538038,21541,4.53257790368,21.388101983,R
88046,88600,Beauménil,88,1,NA,126,23.1578947368,18419,6.06060606061,65.1515151515,R
88147,88390,Dommartin-aux-Bois,88,1,1,410,35.3356890459,18051,5.91397849462,34.9462365591,R
88275,88490,Lubine,88,2,1,246,25.9459459459,17397,16.6666666667,48.1481481481,R
88320,88100,Nayemont-les-Fosses,88,1,3,910,46.7275494673,22015,6.66666666667,21.2345679012,B
88327,88440,Nomexy,88,1,8,2191,21.8599033816,14944,15.8940397351,36.6445916115,C
88426,88560,Saint-Maurice-sur-Moselle,88,1,6,1486,22.9184549356,16764,12.6506024096,43.9759036145,B
